y,age,educ,female,exp,yl1,yl2,yl3,yp1,yp2,owage2,owage1
1.191972,26,9,0,11,1.216945,1.192485,1.156916,1.271649,1.279649,1.145476562,1.160263327
2.707372,31,16,0,9,2.210054,2.287174,2.284856,2.673101,2.675543,1.401125108,1.642225028
1.092122,25,6,0,13,1.439345,1.447195,1.485023,1.020902,1.086751,1.056235127,1.320066554
2.539907,33,16,0,11,2.576802,2.308666,2.314149,2.461556,3.41296,2.166725766,2.372090196
1.133175,35,6,1,23,1.157933,1.180633,1.204333,0.9998733,1.016652,1.222241013,1.406653369
1.017041,28,9,0,13,1.239894,1.169474,1.16843,1.257073,1.286059,1.340276891,1.455955342
1.345839,29,9,1,14,1.346854,1.372832,1.285382,1.444252,1.423929,1.547723697,1.421036385
1.687353,26,9,0,11,1.584349,1.585887,1.614881,1.900457,1.934602,1.926658334,1.669180595
1.871004,29,12,0,11,1.675725,1.568593,1.503339,1.762337,1.62663,1.662412947,1.672825029
1.649423,26,9,0,11,1.591806,1.599202,1.624815,1.530188,1.731934,1.877615568,1.719843622
1.721048,33,16,1,11,1.578911,1.565846,1.484065,1.802228,1.946837,1.783936458,1.747144758
1.490906,27,6,0,15,1.548302,1.578171,1.529524,1.600187,1.342746,1.534566583,1.694675073
1.764206,28,9,0,13,1.559979,1.49907,1.448189,1.703924,1.760853,1.516059186,1.455722214
2.73176,37,16,1,15,2.710683,2.614398,2.645789,2.729694,2.985992,2.322426704,2.590704825
2.168304,27,9,0,12,2.236212,2.312279,2.334979,2.163198,2.193912,1.271091322,1.333343668
1.282942,25,9,0,10,1.402128,1.376038,1.229747,1.078917,1.053316,1.109568264,1.310552054
1.119993,27,9,0,12,1.111819,1.125176,1.147876,1.226744,1.518466,1.343239188,1.070726985
1.359808,27,9,0,12,1.487265,1.531316,1.277545,1.474275,1.640659,1.542257821,1.547712938
1.464519,28,12,0,10,1.946906,1.933652,2.026086,1.581931,1.940212,1.601773814,1.624243417
1.261394,28,6,0,16,1.416966,1.418856,1.361896,1.305388,1.349155,1.252443418,1.066574296
1.549584,30,9,0,15,1.65108,1.675067,1.670533,1.687595,1.729318,1.877848904,1.656476048
1.59771,26,6,0,14,1.359808,1.384633,1.932427,1.335483,1.329816,1.542430655,1.73926119
1.962684,28,12,0,10,1.46826,1.470689,1.493389,2.06097,2.103996,1.455428911,1.452937025
1.650547,28,9,0,13,1.282292,1.329981,1.294427,1.763831,1.755423,1.873820904,1.475923454
1.717721,30,9,1,15,1.174014,1.215052,1.240106,1.535604,1.75938,1.70038337,1.395351665
1.146575,26,9,1,11,1.307966,1.318478,1.316262,1.257073,1.500861,1.340259792,1.518595121
2.808397,31,16,0,9,2.444903,2.312019,2.311729,2.814166,2.824981,1.784846039,1.639822491
1.518461,26,9,0,11,1.259556,1.243519,1.245385,1.491571,1.485276,1.304250067,1.634986347
0.8448458,27,9,0,12,1.210893,1.566374,1.343466,0.8622971,0.8931478,0.953495817,1.302935108
1.075217,26,6,1,14,1.093395,1.116094,0.9549698,1.116212,1.133974,1.491790646,1.02561009
1.364095,30,9,1,15,1.33172,1.302784,1.330113,1.366866,1.379167,1.547722308,1.421127884
1.076374,24,9,1,9,0.9837008,1.006401,0.9705866,1.209945,1.184345,1.258657604,1.180973708
2.23341,29,12,0,11,2.072058,2.119302,1.981587,2.31852,2.373999,2.148624675,2.49153162
2.527727,32,16,1,10,1.924309,2.000434,2.037898,2.527707,2.522218,2.417531445,1.622205057
1.007381,25,6,1,13,0.9424659,1.004744,1.00324,1.048494,1.067623,1.096955424,1.043566895
1.157034,26,6,0,14,1.234645,1.165134,1.17338,1.338495,1.360671,1.16698165,1.477784984
2.083056,27,9,0,12,1.693307,1.657692,1.618871,2.011836,2.003429,1.765289288,2.324250895
2.671162,32,16,1,10,1.817051,1.761738,1.73112,2.662754,2.700082,1.648027329,1.631308937
1.444262,30,6,1,18,1.427148,1.343429,1.337706,1.426814,1.382024,1.547716209,1.420550931
2.95317,33,16,0,11,2.603116,2.604522,2.587801,2.930079,2.937684,1.678294403,1.699113774
1.22647,37,16,1,15,2.158572,2.15534,2.156722,1.415389,2.288359,1.4028671,1.498519383
1.463181,29,9,1,14,1.447206,1.469587,1.378182,1.366866,1.486243,1.54771477,1.420429662
1.406667,27,12,1,9,1.320395,1.344214,1.344653,1.373644,1.556392,1.441925396,1.471232969
2.819133,32,12,0,14,2.698907,2.679574,2.690403,2.911531,2.926321,2.579593306,2.29319067
1.020235,26,6,0,14,1.153009,1.190037,1.0968,1.120058,1.194816,1.343420832,1.229870984
1.578608,26,12,0,8,1.599459,1.596577,1.53892,1.584529,1.595641,1.65653997,1.710584516
1.265725,25,6,0,13,0.9776747,1.004744,1.065658,1.18571,1.228949,1.116800549,1.042962452
1.618616,26,12,1,8,1.596487,1.552249,1.604523,1.77042,1.464179,1.69825035,1.70807154
1.702141,28,12,0,10,1.605218,1.568293,1.491434,1.62593,1.55153,1.676941919,1.440792925
2.14509,33,16,0,11,2.150168,2.139379,2.00475,2.192178,2.24581,2.411088794,2.160682222
1.652891,28,9,1,13,1.442699,1.569719,1.573717,1.767759,1.960415,1.547700337,1.420456911
1.385783,32,16,0,10,1.313199,1.335899,1.382904,1.370093,1.331774,1.264601633,1.153618739
2.221227,36,16,0,14,2.581435,2.602523,2.618729,2.160558,2.190818,1.604150651,1.663529007
2.616214,37,16,0,15,2.569745,2.545259,2.475238,2.677836,2.727927,1.719029343,1.655665759
1.027623,25,6,0,13,0.9821212,0.8937055,0.9629984,1.321816,1.175152,1.811459378,1.068975234
2.604957,37,16,1,15,2.153064,2.070804,2.094504,2.535113,2.527622,1.547696018,1.582573986
1.155878,26,9,0,11,0.9704251,1.018926,1.000375,1.292503,1.402824,1.823197987,1.113765559
2.048835,26,9,0,11,1.71083,1.721157,1.667527,2.024135,2.003192,1.637334492,1.620651894
1.268746,29,9,0,14,1.015433,1.038133,1.061833,1.398196,1.505294,1.202339601,1.048118012
1.378546,27,6,0,15,1.886206,1.957864,1.323159,1.493507,1.078417,1.601934474,1.527821161
0.8362188,25,9,0,10,1.280532,1.172725,1.095503,1.303816,1.278085,1.46827664,1.074082627
1.09479,26,6,0,14,1.372355,1.390812,1.451228,1.084914,1.121085,1.390039797,1.704483244
1.094203,30,12,1,12,1.10285,1.09711,1.091501,1.171475,1.189052,1.244694921,1.274646698
2.320185,37,16,0,15,2.209535,2.188529,2.186536,2.35521,2.517696,1.652829484,1.68965438
1.025378,28,12,1,10,1.508024,1.448228,1.522129,0.9929922,0.9682922,1.067976659,1.593078955
1.328374,27,12,0,9,1.22083,1.220478,1.233782,1.161885,1.201486,1.378032199,1.516225745
1.990558,30,16,0,8,2.316622,2.295561,2.22187,1.942095,1.8859,1.57366183,2.017750926
1.046448,23,6,1,11,0.9352719,0.9495668,0.9620878,1.053901,0.9270492,0.980708211,1.096314665
1.742635,27,9,0,12,1.484789,1.505711,1.509473,1.73406,1.680817,1.877397719,1.721192576
1.942566,34,16,1,12,2.039723,2.051575,1.968877,1.906515,1.891623,2.289594449,1.535173163
1.405314,26,9,0,11,1.601697,1.607935,1.647885,1.397986,1.389964,1.3676555,1.60721973
1.786713,41,9,0,26,1.501176,1.393584,1.532259,1.762013,1.765741,1.464294689,1.542940011
2.378563,32,12,0,14,2.568764,2.478593,2.544154,2.458923,2.455111,1.455126013,2.108255705
2.014673,28,16,0,6,2.03276,2.049111,2.070523,1.98821,2.271019,1.692019238,1.832251162
1.554692,31,12,0,13,1.577247,1.584613,1.585108,1.572392,1.585121,1.656561065,1.710784624
1.001974,31,6,1,19,1.071069,1.120219,1.086534,1.020793,1.168571,1.08322299,1.398881503
1.098054,24,6,0,12,1.087294,1.116291,1.121001,1.101614,1.110415,1.648644059,1.741826027
1.379021,32,12,0,14,1.22633,1.257573,1.184977,1.38262,1.407739,1.446600036,1.294016039
1.6236,28,12,0,10,1.516863,1.542177,1.47281,1.651025,1.755423,1.643424995,1.487095241
1.406708,27,12,0,9,1.286365,1.173068,1.249873,1.373644,1.379021,1.441924752,1.298493082
1.443446,26,12,1,8,1.307001,1.26203,1.147938,1.416016,1.396051,1.389948333,1.191060277
1.515284,29,12,0,11,1.945374,1.223676,1.225045,1.484684,1.430173,1.287702724,1.082922311
0.9911776,26,9,1,11,0.9813598,0.9833937,0.9777898,1.21032,1.253588,1.297798046,1.299981306
1.197755,25,9,0,10,1.216963,1.010089,0.6063438,1.218729,1.177856,1.363668625,1.165098652
1.243379,41,9,0,26,1.273978,1.296678,1.160046,1.218678,1.193079,1.254002051,1.216185363
1.1765,23,6,0,11,1.1992,0.9775696,0.970127,1.231884,1.18625,1.325401792,1.176868008
2.514001,33,16,0,11,2.544108,2.472859,2.709255,2.663154,2.837549,1.724032515,2.01994049
1.282292,36,9,0,21,1.161327,1.212483,1.244983,1.238147,1.319507,1.632549469,1.283247612
2.520511,31,16,0,9,2.182958,2.30988,2.298039,2.585221,2.742843,2.230379368,2.015750402
1.627038,27,9,1,12,1.604392,1.634992,1.657692,1.601438,1.627787,1.142859623,1.152048902
1.323234,27,9,0,12,1.731712,1.523625,1.44257,1.709124,1.946134,1.934653151,1.821447696
1.409658,33,6,0,21,1.421343,1.53369,1.613197,1.486397,1.504719,1.475896709,1.451518278
1.541871,29,12,0,11,1.247006,0.8440071,1.208423,1.54892,1.56614,1.414516844,1.116610111
1.215631,26,9,1,11,0.8438483,0.8426231,0.8507109,1.418427,1.393727,1.358100929,0.901988957
1.090845,25,9,1,10,0.9960313,1.061511,1.04942,1.071157,1.112406,1.538388633,1.197199066
1.10636,25,12,0,7,1.459366,1.489966,1.417356,1.164858,1.165676,1.860314414,1.337149161
1.238147,29,12,0,11,1.460896,1.483596,1.449972,1.23592,1.208395,1.397981505,1.232272
2.385979,33,16,0,11,2.752695,2.681667,2.34377,2.414649,3.049644,1.556369143,1.727180971
1.314617,26,12,1,8,1.410178,1.442937,1.48527,1.347347,1.351992,1.834353554,1.26909585
0.911073,31,9,1,16,1.087651,0.990012,1.342996,0.8318079,0.966867,1.268112395,1.326796605
1.248057,27,12,0,9,1.193105,1.241229,1.26778,1.416597,1.556513,2.035357743,1.733414814
1.472044,27,12,0,9,1.466824,1.479724,1.397992,1.525255,1.52332,1.609348748,1.617850038
2.718853,34,16,1,12,2.543259,2.459053,2.314246,2.706547,2.68283,1.670459875,1.427666752
3.062063,30,16,1,8,3.104763,2.930376,2.736608,3.060898,3.171556,3.036735645,1.69592729
1.406708,26,9,0,11,1.295112,1.277144,1.29141,1.56357,1.840946,1.441924752,1.29848523
1.004193,32,6,1,20,1.345778,1.282447,1.226685,1.012494,1.162034,1.322549838,1.276169804
1.729821,26,9,0,11,2.027233,1.549553,1.573253,1.650103,1.713684,2.074623824,2.246742691
1.016751,25,9,0,10,1.009306,1.010918,0.9943976,1.165396,1.223435,1.295724527,1.299415307
2.546056,31,16,0,9,1.769938,1.793638,1.699239,2.410326,2.521269,2.137735458,1.78357355
1.309497,24,12,1,6,1.091538,1.015898,1.031002,1.564832,1.701641,1.59195999,1.308747525
1.327493,26,9,1,11,1.138591,0.9666804,0.9404501,1.255162,1.249744,1.552760181,1.310366624
1.812637,24,9,0,9,1.831834,1.608043,1.610345,1.846243,1.86691,1.65633355,1.708491047
1.538409,27,9,1,12,1.412823,1.385177,0.9990947,1.455117,1.479891,1.44485356,1.33419854
1.974965,34,16,1,12,2.020474,2.043174,2.375299,1.950265,1.971185,1.284377568,1.305089161
1.968453,25,9,0,10,1.536697,1.572987,1.454054,1.955103,1.959851,1.64195877,1.605798972
1.254539,22,9,0,7,1.141602,0.9705077,0.8507397,1.190784,1.275452,1.517000843,1.202721436
2.743654,32,16,0,10,2.775251,2.69786,2.711488,2.771323,2.775747,1.752148694,1.806237948
2.160742,32,16,1,10,1.79877,1.708193,1.69234,2.282879,2.28903,2.192392182,1.730618063
0.8597797,23,6,1,11,1.038766,1.035991,1.034014,0.8551551,0.8657233,1.229113554,1.369524806
1.162093,22,9,1,7,1.07889,1.132917,1.111505,1.136936,1.153391,1.361903464,1.471649449
1.106974,23,9,0,8,1.129674,1.075256,1.134681,1.027584,0.9563636,1.041679631,1.058879624
1.258695,29,12,1,11,1.087904,1.110604,1.016521,1.23623,1.196594,1.635973727,1.392785167
3.206042,33,16,0,11,3.120913,3.105873,3.259943,3.227884,3.276858,2.997657552,2.824367348
1.051053,24,9,0,9,1.276313,1.261772,1.301448,0.9120708,0.9280937,1.602546467,1.51507508
0.9643544,27,9,1,12,1.2064,1.183903,1.180092,1.020902,1.126567,1.128958172,1.614757559
1.139017,24,9,0,9,1.119429,1.121738,1.174483,1.147902,1.154796,1.095145994,1.040528902
2.838193,29,16,0,7,2.255529,2.279229,2.128231,2.814889,2.894392,1.625729615,1.526895344
0.8571447,25,9,1,10,0.9405141,0.9466648,0.9452632,0.8715794,0.9496746,1.316009613,1.183448046
1.220761,26,12,1,8,0.9653708,1.15398,1.151241,1.227924,1.25069,1.462833503,1.267678528
1.726271,28,16,0,6,1.712716,1.735416,1.774739,1.750361,1.685652,1.615314045,1.735939703
1.527576,24,9,0,9,1.299493,1.322193,1.386882,1.564554,1.60835,1.437488723,1.415292444
2.803893,32,16,0,10,2.765205,2.730629,2.558924,2.752874,2.882404,2.386096914,2.479511132
2.905656,30,16,1,8,2.4478,2.476269,2.499969,2.924849,3.01172,1.692578742,1.369661674
1.504184,28,12,1,10,1.568356,1.443508,1.435695,1.483371,1.543687,1.54771165,1.471876384
1.193615,26,12,0,8,1.447435,1.486718,1.518879,1.219122,1.171475,1.365105067,1.578828603
2.462253,30,16,1,8,2.352676,2.320435,2.338072,2.549594,2.701468,2.559206638,1.481910703
2.661376,32,16,0,10,2.365075,2.297239,2.291457,2.427702,2.483802,2.440515381,2.485480699
2.651789,31,16,0,9,2.405349,2.325246,2.124834,2.725211,2.792965,2.585720709,2.491484407
0.9620529,23,6,1,11,0.9325898,0.9418156,0.9780841,0.9790112,0.9828941,1.158516597,1.066763755
0.863245,28,12,0,10,0.8250594,0.7706876,0.7931423,0.8759553,0.9387636,0.962883674,0.927627573
1.763342,23,12,1,5,1.239942,0.9410895,0.9504521,1.581469,1.430525,1.321875736,1.081396909
1.449775,24,9,0,9,1.142818,1.186996,1.118432,1.545054,1.472508,1.553713196,1.469560136
1.20687,27,9,1,12,1.43666,1.419671,1.371003,1.45608,1.339187,1.360263638,1.420493422
1.210863,27,12,0,9,1.381217,1.089991,1.306,1.421126,1.455117,1.752546004,1.163998737
1.275888,24,6,0,12,0.8632273,0.8613414,0.8426231,1.25957,1.146807,1.28240304,0.8609032
2.17419,33,16,1,11,2.019107,2.050315,1.945156,2.207048,2.19979,2.037903802,1.808374703
1.261394,26,9,1,11,1.304756,1.318478,1.319693,1.251543,1.321756,1.547730122,1.518597103
1.234166,23,6,0,11,1.098068,1.006239,1.055854,1.355153,1.437989,1.553619775,1.172765607
2.074513,32,16,1,10,2.086646,1.973961,2.002157,2.003293,1.994885,1.578367574,1.129731913
0.9045631,25,6,0,13,1.092122,1.093395,1.067965,1.194816,1.245937,1.264930629,1.517189824
1.940839,25,12,0,7,2.005677,1.850014,1.739869,2.003293,1.982362,1.300497125,1.568368846
1.296943,24,6,0,12,1.199976,1.163674,1.206877,1.034228,1.146065,1.384332863,1.359349525
0.8422518,23,6,0,11,0.903998,0.9021275,0.8426231,0.9413627,0.9712655,1.02926347,1.147208736
1.097091,26,12,1,8,1.315497,1.229527,1.156916,1.300177,1.329661,1.953052846,1.091544335
1.058619,26,12,1,8,1.113618,1.102645,1.013381,1.150307,1.222215,1.361947508,1.23248959
1.536697,25,9,0,10,1.526042,1.480304,1.481106,1.542858,1.536334,1.656576937,1.71124593
2.116202,25,12,0,7,2.657696,2.005715,1.987832,2.174759,2.390649,2.467486886,2.047072459
1.592197,28,12,0,10,1.333067,1.324124,1.347537,1.7733,1.753964,1.694647139,1.762253688
1.373644,26,12,0,8,1.40412,1.368845,1.39455,1.443518,1.442652,1.3237784,1.675171793
2.351116,31,16,0,9,1.741785,1.74666,1.669197,2.50298,2.543751,1.73129135,1.341279753
1.305242,24,6,0,12,1.281422,1.227004,1.259504,1.925031,1.218728,1.41708594,1.042467146
1.148443,25,9,0,10,1.325441,1.312591,1.305239,1.208609,1.247708,1.773039026,1.340097698
1.480639,25,12,0,7,1.320735,1.285013,1.509168,1.450039,1.45461,1.563729473,1.662242257
1.230623,27,9,0,12,0.8448458,0.8465344,0.8476703,1.300333,1.484441,1.397600269,0.875270364
1.12111,30,6,1,18,1.092731,0.9427327,0.9582227,1.149735,1.125965,1.068781923,0.962013945
1.787723,26,12,0,8,1.676517,1.679074,1.585108,1.823707,1.845404,1.656355525,1.7098903
0.9109012,29,12,1,11,0.9585907,1.024736,0.9852225,1.026074,1.345709,1.940959381,1.602719254
2.304455,31,16,0,9,2.92437,2.645035,2.546066,2.295153,2.304855,1.547650767,1.827156959
1.269537,31,9,0,16,1.688552,1.926362,2.001888,1.260331,1.256895,1.259207758,1.811126712
1.299392,22,9,0,7,1.237205,1.252137,1.244751,1.627161,1.511997,1.611754706,1.572270672
2.206024,23,6,0,11,1.291049,1.367167,1.360418,2.19929,2.212083,1.842258727,1.39963185
1.893151,29,16,1,7,2.076602,2.016565,1.367159,2.313174,2.293236,1.722480265,1.8764215
2.746623,34,16,1,12,2.636605,2.643167,2.550187,2.814627,2.84081,1.298401646,1.454938073
2.121897,29,16,1,7,1.822821,1.586082,1.618582,2.090925,2.066225,1.351412911,1.7474369
1.589739,23,6,0,11,1.326043,1.348743,1.347317,1.783004,1.802844,1.70062355,1.543719046
1.212334,24,9,0,9,1.220382,1.190693,1.294577,1.132944,1.061818,1.048509512,1.526434297
1.261238,25,9,0,10,1.706839,1.71969,1.703418,1.252167,1.260167,1.412529166,1.668811093
2.690675,31,16,0,9,2.445929,2.325731,2.178578,2.67722,2.882605,2.035883323,1.533248401
2.176866,36,16,0,14,2.024696,2.007483,2.030183,2.180347,2.388654,1.855166393,1.814598268
1.341154,24,9,0,9,1.340071,1.337757,1.342617,1.331549,1.455982,1.415483733,1.55476997
1.316931,34,6,0,22,1.662631,1.689449,1.774676,1.396767,1.394065,1.463076841,1.433969375
2.2325,33,16,1,11,1.624788,1.674019,1.696719,2.813159,2.397334,2.434482467,1.647107309
1.45696,32,12,1,14,1.438791,1.123538,0.8368712,1.415728,1.543656,1.362631287,1.163613197
0.9620529,23,6,1,11,0.9972333,0.931846,0.8774282,1.033919,1.045284,1.218118007,1.061251249
1.378577,42,9,1,27,1.453577,1.200109,1.262038,1.325804,1.468084,1.547721206,1.420391143
1.647682,34,16,1,12,1.652964,1.665242,1.630354,1.717174,1.757435,1.656479045,1.719072723
1.390145,22,9,0,7,1.299474,1.156324,1.170209,1.506411,1.845314,1.682966943,1.626948057
1.532798,26,12,1,8,1.033291,0.9425592,0.9662592,1.563134,1.217135,1.338252988,0.979018288
1.681353,27,12,0,9,1.914248,1.710744,1.571117,1.783992,1.61863,2.031477049,1.861271091
2.290858,30,12,0,12,1.89389,1.924518,1.947218,2.329796,2.161261,1.633838715,1.670267964
1.697685,24,12,1,6,1.152908,1.133064,1.082415,1.564727,1.432882,1.762899644,1.364381909
1.256577,25,12,0,7,1.256084,0.8628875,1.118848,1.305215,1.451834,1.36343322,1.164836681
1.772064,33,16,0,11,2.697525,2.265619,2.276194,1.756414,1.960415,1.588174438,1.693271357
2.375485,27,12,0,9,1.734067,1.775724,1.760312,2.261997,2.48242,1.537403631,1.416502779
1.373681,25,12,1,7,1.535117,1.407844,1.630907,1.515824,1.506719,1.547721579,1.471923558
1.299183,24,9,0,9,0.9857455,1.326788,1.286777,1.09479,1.113085,1.338941547,1.62009141
1.615396,43,12,0,25,1.682537,1.634618,1.661258,1.584529,1.559829,1.332631667,1.122781005
1.048659,26,9,1,11,1.150285,1.114007,0.98757,1.018059,1.078917,1.292042187,1.36660074
0.8975231,25,9,1,10,1.328359,1.185917,1.188764,0.9024937,0.9852836,1.433469033,1.52513323
1.527576,26,12,0,8,1.377723,1.400423,1.447999,1.493507,1.485099,1.437488723,1.414505224
1.456737,29,9,1,14,1.386035,1.241719,1.335422,1.38772,1.461079,1.54771526,1.420799498
2.364329,29,16,1,7,2.318128,2.273472,2.111724,2.372477,2.378005,1.701907444,1.969118628
1.420354,26,12,0,8,1.532609,1.517888,1.387339,1.452264,1.470384,1.555561843,1.476719973
1.618616,28,12,1,10,1.596487,1.552249,1.604523,1.614697,1.497627,1.69825035,1.70807154
1.311018,23,9,0,8,0.9906083,0.9796381,1.00338,1.351206,1.469075,1.45590354,1.736648294
3.436853,32,16,0,10,2.690732,2.688649,2.678708,3.439768,3.438934,1.748106252,1.556161118
0.8491976,23,6,1,11,0.9636039,0.9506913,0.8524783,0.9100317,0.9510831,1.141760066,1.344687393
2.145868,30,16,1,8,1.771294,1.735099,1.643547,2.072951,2.104048,1.545938143,1.336289207
1.133816,23,6,0,11,1.28531,1.197965,1.230367,1.215158,1.30206,1.527486215,1.347059164
1.229527,25,9,0,10,1.371705,1.241523,1.037739,1.198927,2.177529,1.248905326,1.32034333
1.430525,24,9,1,9,1.253745,1.361412,1.825927,1.303093,1.393371,1.547717254,1.421599317
3.308931,30,16,0,8,2.984137,2.762821,3.460061,3.12397,3.229926,2.076186977,1.72564874
2.892074,30,16,1,8,2.186179,2.199975,2.110754,2.737552,2.737525,1.693819916,1.726517857
1.124912,23,6,0,11,1.082228,1.049331,1.079691,1.129383,1.133974,1.276720337,1.372127074
2.316711,32,16,1,10,1.56357,1.58804,1.61074,2.291111,2.299111,1.540267241,1.417521233
1.186587,22,9,1,7,1.522331,1.782693,1.180966,1.310253,1.352601,1.671453504,1.6129213
1.683595,25,12,0,7,1.710852,1.584613,1.585108,1.535075,1.587468,1.656447369,1.709580975
1.807704,24,9,0,9,1.828693,1.802259,1.845918,1.832218,1.863357,1.656337901,1.708519345
1.245045,26,12,0,8,1.262216,1.061646,1.25978,1.372596,1.620095,1.517024623,1.385079334
0.9826809,25,12,1,7,1.107609,0.9833937,1.006094,1.462774,1.458749,1.41848049,1.277585817
1.063722,27,12,1,9,1.023129,1.073072,1.095772,1.109697,1.174985,1.111733235,1.157883042
1.248582,24,12,0,6,1.60422,1.319035,1.246914,1.54892,1.969607,1.635020336,1.509229887
1.875795,30,16,0,8,1.834969,1.787608,1.591339,1.849808,2.054754,1.701564176,1.617000771
1.485714,26,12,0,8,1.435794,1.481205,1.503905,1.460114,1.40647,1.5710208,1.719861693
1.244046,28,9,0,13,1.315266,1.163544,1.243554,1.235638,1.181994,0.9320868,0.892607991
1.043867,42,9,0,27,1.134217,1.156916,1.016501,1.036009,1.096376,1.517398657,1.145418705
1.969702,25,12,0,7,1.49521,1.128218,1.899076,2.006593,2.019431,2.367073101,2.34485651
2.019578,31,9,1,16,1.405216,0.9642643,0.9347245,1.909513,1.866413,1.316126852,1.067025257
2.302692,29,16,0,7,2.059128,2.009685,2.186536,2.306651,2.314651,1.255441931,1.445375643
2.02593,33,16,1,11,1.887518,1.904204,1.858032,2.054683,2.053827,1.699804961,2.190033399
1.201537,35,9,0,20,1.093459,1.119318,1.212619,0.9739852,1.210077,1.31082178,1.37077962
1.784559,33,9,0,18,1.252302,1.312312,1.212619,1.78637,1.911978,1.811014341,1.361435914
1.232958,22,6,0,10,1.079549,1.062283,1.094783,1.252036,1.247734,1.662686979,1.799190987
1.311614,26,9,0,11,1.021565,1.024099,0.9933448,1.405381,1.119585,1.689846277,1.337448705
1.13125,26,9,1,11,1.438659,1.508549,1.544842,0.907134,1.199417,1.216397429,1.485715592
1.6772,30,16,0,8,1.183408,1.104815,1.137315,2.272314,2.273665,1.797424823,1.337909704
1.989865,31,16,1,9,2.605061,2.495415,2.282224,2.106447,1.912217,2.586337412,2.028050388
1.37751,25,9,0,10,1.049153,1.291675,1.105353,1.305215,1.239591,1.444930593,1.07110622
1.376054,24,9,0,9,1.299183,1.314369,1.348627,1.585121,1.601313,1.449808048,1.723555095
1.220761,24,12,1,6,0.9653708,1.15398,1.172294,1.205096,1.211867,1.462833503,1.267678528
2.353437,29,16,0,7,2.362913,2.215686,2.16241,2.51974,2.50414,1.875970195,1.655848191
2.425102,31,16,0,9,1.901111,1.976609,1.91934,1.845314,2.045827,1.64332128,1.160663258
1.375169,25,12,1,7,1.469002,1.46832,1.470476,1.473658,1.510741,1.656719409,1.711759804
1.779684,30,16,1,8,1.793365,1.794123,1.772298,1.601438,1.715774,2.068464246,1.721241707
1.341556,31,12,0,13,1.029538,0.9448941,0.9582242,1.365981,1.43379,1.422911369,1.117066475
1.228618,42,12,0,24,0.7177568,0.800308,0.6569942,1.420036,1.413784,1.143438073,1.099427824
2.126196,29,16,0,7,2.167846,2.523348,1.962864,2.091344,2.151929,1.480720926,1.741757401
0.8457341,23,9,1,8,1.014961,0.9724354,0.9512581,0.8829698,0.863245,1.000354118,1.30143392
1.285938,24,12,1,6,1.200004,0.9305177,0.9542177,1.367098,1.3754,1.621283988,1.330751705
0.9891908,25,12,1,7,0.9219661,0.8521124,0.8368463,0.9098005,0.8460526,1.048012061,1.072425791
1.435031,29,9,1,14,1.487344,1.349038,1.306637,1.447686,1.410155,1.547716912,1.420186989
1.431948,27,12,0,9,1.501286,1.457733,1.490233,1.444365,1.592937,1.466974279,1.541728041
1.122097,23,6,0,11,1.029265,1.052823,1.085465,1.112741,1.087392,1.28820109,1.294566292
1.300268,25,12,1,7,1.188981,1.407243,1.186169,1.22509,1.32327,1.547727164,1.47241481
1.326262,24,9,0,9,1.274928,1.339177,1.086494,1.357736,1.411541,1.547725187,1.421471246
2.35324,29,16,0,7,1.807895,1.665042,1.707682,2.341307,2.304725,2.175664742,2.171287672
1.044292,24,9,0,9,1.137321,1.161021,1.317398,1.216945,1.18571,1.177808515,1.430225585
1.153391,24,9,0,9,1.051734,0.9686235,0.9943429,1.335483,1.359143,1.704145835,1.612154403
2.166885,31,16,0,9,1.394178,1.416878,1.440578,2.158735,2.317575,2.141524747,1.246749215
2.068253,30,16,0,8,2.081882,1.917143,1.940843,2.094908,2.129001,1.709700245,1.605765868
1.700914,24,12,1,6,1.319509,1.355613,1.387904,1.632506,1.592352,2.068349815,1.544266886
1.447718,25,9,0,10,1.390298,1.413362,1.395524,1.501841,1.475906,1.409664954,1.447125746
0.9870827,36,9,0,21,1.073081,0.8824797,1.151332,1.058714,1.063267,1.39280856,1.069292855
2.017236,31,16,0,9,2.059128,2.050507,2.073207,2.151929,2.199207,1.371784648,2.152683985
1.339741,29,12,0,11,1.26062,1.272586,1.269352,1.315681,1.323681,1.515437603,1.336611021
2.161673,28,16,0,6,2.35027,2.297408,2.287177,2.13063,2.299156,1.631945722,1.541966
2.087766,33,16,0,11,1.879265,1.914458,1.90649,2.066458,2.103372,1.262870091,1.532605158
2.055274,30,16,0,8,2.042832,2.020214,2.021494,2.035197,2.109717,1.641330649,1.350183546
1.794634,31,16,0,9,1.992431,2.016131,1.825899,1.775831,1.775059,1.787830115,1.714397772
2.512401,33,16,0,11,3.298105,2.326571,2.452728,2.134736,2.142736,1.457020373,2.164537046
1.964801,30,16,1,8,1.372481,1.318063,1.289948,1.827293,1.826552,1.421725939,1.559421257
1.673099,24,12,0,6,1.434321,1.259473,1.248275,1.78443,1.856621,1.671017513,1.704315638
1.261238,25,12,1,7,1.239894,1.239351,1.225472,1.426258,1.420389,1.858948333,1.307679849
1.796764,32,16,1,10,2.642857,1.891088,1.652556,1.867374,1.841774,1.902102038,1.346267117
1.903092,31,16,1,9,2.472571,2.559408,2.36196,1.877492,1.885492,1.428869089,1.53214075
1.134217,22,9,0,7,1.248584,1.118741,1.140546,1.285938,1.30206,1.341569118,1.707828395
