y,age,educ,female,exp,yl1,yl2,yl3,yp1,yp2,owage2,owage1
2.058358,31,9,0,16,1.528958,1.551658,1.575358,2.016466,1.990866,1.559255649,1.550435133
1.644737,34,12,1,16,1.694483,1.660041,1.561911,1.705532,1.706917,2.242179295,1.548968943
1.729555,29,12,1,11,2.095585,1.734682,1.66835,1.737472,1.803789,1.627920848,1.596554421
1.755942,31,12,0,13,1.754027,1.748986,1.738464,1.763023,1.765285,1.626827086,1.709175715
1.550863,30,12,0,12,1.445474,1.540545,1.272776,1.749818,1.724218,1.531263058,1.293252988
1.658545,26,6,0,14,1.686734,1.586362,1.593142,1.649354,1.649405,1.479846354,1.648629361
1.146676,29,6,1,17,1.276416,1.268237,1.262368,1.150307,1.139494,1.184458586,1.249586797
1.505491,32,12,1,14,1.092122,1.121784,1.099075,1.500563,1.528817,1.47672514,1.162776147
1.748661,29,16,1,7,1.561687,1.351618,1.370484,1.807312,1.63403,2.012263589,1.694844104
0.9527937,34,12,1,16,1.354532,1.360951,1.002709,0.9868011,1.035153,1.154639623,1.202803981
1.386593,28,9,0,13,1.242011,1.159618,1.161823,1.334728,1.511997,1.712240202,1.153348506
1.328243,26,9,0,11,1.356325,1.357708,1.475958,1.364056,1.447569,1.623992501,1.55791173
1.768717,29,12,0,11,1.689053,1.566571,1.543994,1.763207,1.793455,1.152036318,1.554111979
1.365328,26,6,0,14,1.365961,1.375682,1.366713,1.440089,1.44217,1.481147576,1.271735319
1.15431,29,9,1,14,1.19644,1.239731,1.22645,1.156332,1.135818,1.177122561,1.19764766
1.60294,30,6,0,18,1.470325,1.460529,1.442979,1.607373,1.600305,1.52113573,1.464433805
1.694289,28,9,0,13,1.510822,1.493381,1.486663,1.747048,1.763534,1.426421641,1.574580042
1.295995,28,6,0,16,1.294589,1.320187,1.302957,1.352038,1.383456,1.280669688,1.2310281
2.100586,30,12,1,12,1.98821,2.004111,1.964398,2.099455,2.107455,1.753241849,1.61471847
1.625254,32,12,1,14,1.284394,1.583521,1.119528,1.600554,1.574954,1.516985268,1.241412716
0.9894295,31,9,1,16,1.095242,1.029201,1.011895,0.9585907,1.444262,1.627570233,1.177233905
1.344595,28,9,1,13,1.312255,1.342855,1.340088,1.339679,1.371027,2.000314268,1.310101929
1.422963,25,6,1,13,1.471323,1.395179,1.393069,1.590829,1.541392,1.597285492,1.656351748
1.637981,27,6,0,15,1.222273,1.14861,1.117706,1.4257,1.409658,1.303830754,1.332439692
2.591564,33,16,1,11,2.241247,2.229575,2.218813,2.54356,2.548465,2.000294691,1.549974678
2.130141,30,12,0,12,2.131722,2.343498,2.327206,2.013215,2.054274,1.940187591,2.131407369
2.931624,32,16,1,10,2.89145,2.882586,2.816367,2.88267,3.163587,2.205671863,2.128650986
2.420025,32,12,1,14,2.407941,2.298384,2.287462,2.421781,2.61692,1.688666402,1.569253566
1.422797,27,12,1,9,1.455952,1.355603,1.351456,1.500255,1.494149,2.153709314,1.176553961
1.481281,31,12,1,13,1.982413,1.932741,1.77038,1.507506,1.584897,1.310128933,1.399209733
1.682683,30,12,1,12,1.079877,1.081557,1.06515,1.652427,1.679721,1.848739959,1.264307193
1.313842,28,6,1,16,1.751116,1.740552,1.509986,1.310253,1.315258,1.237836408,1.584352991
1.358914,28,9,1,13,1.177281,1.058665,1.107088,1.54637,1.585054,1.40072417,1.298280579
1.143989,26,6,1,14,1.098779,1.044109,1.043324,0.8678942,0.8829017,1.169577517,1.177279548
1.090518,30,12,1,12,1.431666,1.410131,1.425158,1.070303,1.015189,1.138147887,1.277613159
1.181734,29,12,1,11,1.307644,1.293303,1.458652,1.371586,1.431539,1.680600758,1.640123263
1.150267,27,6,1,15,1.152487,1.137145,1.083008,1.146676,2.070655,1.243252755,1.182467429
0.9766032,32,12,1,14,1.523878,1.522886,1.592379,0.9735078,0.9779906,1.091119976,1.627480832
1.710503,34,12,1,16,1.353143,1.367177,1.353426,1.763361,2.013896,1.961044662,1.555939327
1.199046,26,6,0,14,1.403747,1.792857,1.371977,1.150784,1.004095,1.197575365,1.5459822
2.951914,31,16,1,9,3.011895,2.873344,2.865696,3.008677,3.155576,1.846561021,2.526811896
1.470689,28,12,0,10,1.241074,1.219837,1.483449,1.482053,1.54265,1.895387417,1.511423736
1.456465,31,9,1,16,1.091544,1.135076,1.155135,1.509475,1.455831,1.661372965,1.057626262
1.373535,37,12,1,19,1.380295,1.38276,1.256651,1.398196,1.410991,1.534009337,1.452815607
1.434637,29,12,1,11,1.395272,1.422752,1.328485,1.488124,1.485925,1.997098482,1.972372085
1.453543,26,9,0,11,1.148441,1.193632,1.226131,1.511745,1.497627,1.842490304,1.329339286
1.65836,26,12,1,8,1.165652,1.214465,1.261853,1.994105,2.056867,2.018768198,1.298299733
1.140178,24,12,1,6,1.107287,1.090325,1.149949,1.179602,1.276263,1.0574159,1.505864929
1.590755,31,12,1,13,2.132521,1.952277,1.947735,1.687299,1.718837,1.310011597,1.493835022
2.077328,28,12,0,10,1.336835,1.360535,1.393035,1.966722,1.483268,1.551126652,1.114865783
1.21206,28,12,1,10,1.869461,1.166103,1.128044,1.200695,1.461775,1.656000693,1.46269261
1.264894,26,12,1,8,1.195753,1.417368,0.9386796,1.372116,1.157034,1.664909206,1.753276173
1.599597,28,9,0,13,1.204366,1.235527,1.223827,1.632174,1.669502,1.77529998,1.279524662
1.365598,29,12,1,11,1.176004,1.204302,1.219636,1.351938,1.386294,1.319236938,1.099940702
1.370093,29,6,0,17,1.353597,1.327402,1.412309,1.378294,1.396657,1.483268849,1.493746655
1.278447,30,12,1,12,1.545735,1.548232,1.441915,1.402564,1.448319,1.895649327,1.559921403
1.608538,26,9,1,11,1.116271,1.088641,1.067056,1.315266,1.304469,1.848867246,1.310520154
1.352038,30,12,1,12,1.632358,1.642597,1.50992,1.242735,1.245588,1.600995143,2.145547824
2.355037,32,16,0,10,2.411755,2.402753,2.293494,2.483643,2.459414,2.065143957,2.478647257
1.228208,29,12,1,11,1.195191,1.11073,1.089318,1.19498,1.171475,1.520232896,1.477401644
1.724676,30,9,0,15,1.393769,1.336079,1.318406,1.776253,1.828014,2.015593273,1.429872007
1.162503,28,9,0,13,1.354806,1.362356,1.400531,1.284548,1.369586,1.60787566,1.421181176
1.834059,26,6,0,14,1.666678,1.458493,1.461589,1.974188,2.02863,1.616432769,1.527234372
1.334013,24,12,1,6,1.127098,1.056096,1.032841,1.49304,1.507775,1.47024567,1.4565
1.293594,31,12,1,13,1.306396,1.357434,1.329886,1.427148,1.411094,1.365328432,1.325044264
1.370093,28,6,0,16,1.344207,1.318287,1.302505,1.35638,1.377586,1.686664467,1.718243119
1.184851,27,12,1,9,1.187294,1.20964,1.165465,1.178091,1.320308,1.223283578,1.148691112
1.793813,27,12,0,9,1.560995,1.287922,1.16092,1.826593,1.858598,2.009038446,1.69487732
1.589342,27,12,0,9,1.447206,1.43728,1.478223,1.594596,1.663881,1.692740745,1.476736247
1.941567,27,12,1,9,1.309365,1.273524,1.417656,2.011875,2.157326,1.518768009,1.334252891
1.779039,29,12,0,11,1.588509,1.606717,1.604163,1.77018,1.772304,2.024905932,1.684441584
1.558506,25,9,0,10,1.608444,1.601546,1.49388,1.573613,1.578045,1.398496302,1.485936133
2.298071,27,12,0,9,1.329868,1.353568,1.280345,2.334902,2.288682,2.458954177,1.429872388
1.523648,28,12,1,10,1.342633,1.390592,1.355603,1.413182,1.768816,1.913683667,1.176767569
1.89605,34,16,1,12,1.611638,1.636917,1.659617,1.875736,1.873135,1.308056804,1.254184483
1.192584,34,6,1,22,1.210332,1.231026,1.112873,1.211867,1.233334,1.343946571,1.228317558
1.263733,32,9,1,17,1.331006,1.298948,1.185106,1.281663,1.211757,1.330394381,1.222007807
3.101445,30,16,1,8,2.593106,2.421475,2.394094,2.984588,3.02206,2.147769363,2.479616126
2.495893,28,12,1,10,2.271036,1.822821,1.88604,2.471193,2.468986,1.473384622,1.652658454
1.247373,25,9,1,10,1.22051,1.156016,1.234691,1.339187,1.399598,1.542334997,1.400511019
1.134942,40,12,1,22,1.396163,1.333422,1.323666,1.091283,1.289179,1.193348496,1.550274459
2.58694,34,16,0,12,2.656898,2.624873,2.233629,2.564467,2.624134,1.448743969,1.417214227
1.281896,27,6,1,15,1.172907,1.213578,1.178439,1.239104,1.197588,1.151007216,1.072041729
2.074332,32,16,1,10,2.144172,2.12213,2.143097,2.0433,2.002471,1.539082456,1.409090463
1.643752,24,12,1,6,1.646167,1.414864,1.461037,1.868283,1.87045,1.595964391,1.554512688
1.207976,31,12,1,13,1.397196,1.370414,1.398144,1.234209,1.232299,1.383590537,1.371574581
2.058796,33,12,0,15,1.99358,2.056474,1.866113,1.982069,1.990959,2.16013901,1.930158738
1.153391,31,6,1,19,0.8456256,0.8483601,0.8464531,1.08292,1.276732,1.61944689,1.592654681
1.80356,31,16,1,9,1.79649,1.8114,1.779832,1.788801,1.716634,1.418908357,1.62323765
1.670496,27,12,0,9,1.680383,1.579743,1.569041,1.688984,1.686475,2.312265875,1.634657925
1.504054,28,6,0,16,1.539727,1.764829,1.521204,1.558506,1.573613,1.458651966,1.318957
2.017504,43,12,1,25,1.659193,1.530134,1.231538,1.992804,1.950012,1.429236747,1.506971015
1.12389,29,12,1,11,1.482192,1.463435,1.389166,1.109697,1.100537,1.142591094,1.66061906
1.550833,24,12,0,6,1.063112,1.04789,0.9819062,1.967591,1.950438,2.191757206,1.127365216
1.429073,30,12,1,12,1.295531,1.292337,0.9254344,1.359808,1.882649,2.294521481,2.050426552
1.437548,30,12,1,12,1.428594,1.274216,1.270254,1.497339,1.758474,1.451296115,1.400155624
2.196536,32,16,1,10,2.140966,2.10613,2.017274,2.290915,2.244204,2.005464917,2.345011747
1.375198,39,6,1,27,0.9809666,0.9152699,0.9133618,1.395308,1.415729,1.602612784,1.130197068
1.072325,25,9,1,10,1.052277,1.074757,0.9534189,1.215303,1.381414,1.400764111,1.244731647
1.664374,25,12,0,7,1.648941,1.717263,1.483844,1.497627,1.785684,1.764610898,1.542926333
1.460796,26,12,1,8,2.293539,1.531916,1.447807,1.5361,1.588893,1.563196834,1.558557911
1.587303,26,6,0,14,1.537802,1.460977,1.415397,1.579851,1.564921,1.557506162,1.481822484
1.241327,37,6,1,25,1.1264,0.8884819,1.032671,1.225341,1.288564,1.849497651,1.298364385
2.350072,25,12,0,7,1.981587,1.863942,1.775066,2.382273,2.448019,2.386331431,2.491544436
1.850757,25,12,1,7,1.451611,1.330632,1.335686,1.851655,1.853725,2.709682174,1.583428685
1.471181,42,9,0,27,1.658855,1.664937,1.686072,1.438919,1.286354,1.308879845,1.548852255
1.470403,24,12,1,6,1.338905,1.492167,1.085283,1.514401,1.324088,1.600687644,1.724645773
1.540132,27,12,1,9,1.804027,1.814331,1.729736,1.717035,1.725035,1.560102145,1.504431602
3.187897,30,16,1,8,2.704354,2.587985,2.510525,3.157261,3.132561,1.992579433,2.194924778
1.515454,25,9,1,10,1.325101,1.201614,1.282491,1.516907,1.515344,1.423712274,1.400332384
1.639825,25,12,1,7,1.493808,1.500658,1.437693,1.655412,1.662002,1.617927645,1.994985232
1.513815,28,16,1,6,1.521995,1.544695,1.531491,1.614692,1.717174,1.607848196,1.775676274
1.97745,26,9,0,11,1.829087,1.885789,1.87034,2.233202,1.953315,2.050324266,1.785922546
1.23446,31,6,1,19,1.048886,1.192071,0.9376791,1.229368,1.230779,1.393179605,1.298904839
1.863731,32,12,1,14,1.536697,1.343212,1.272101,1.664168,1.649532,1.3495734,1.475827904
2.298071,24,12,0,6,1.454743,1.310773,1.640345,2.334902,2.288682,2.458954177,1.917847506
0.9641396,27,9,0,12,1.376742,1.40131,1.424226,0.9316412,0.9069412,1.048125863,1.452144889
1.504739,26,6,0,14,1.359808,1.275456,1.298156,1.607235,1.403586,1.5469745,1.581371225
1.310368,27,12,0,9,1.441017,1.471231,1.453704,1.426258,1.453359,1.476762322,1.625646332
1.405373,28,12,0,10,1.356533,1.466507,1.262968,1.394436,1.412573,1.1369447,1.370972324
1.655971,33,9,0,18,1.576498,1.568848,1.574607,1.625254,1.600554,1.513988488,1.604142459
0.929134,24,6,0,12,1.485411,1.481456,1.482155,0.9244898,0.9442416,1.135010811,1.364851828
2.52903,31,16,0,9,2.282983,2.134956,1.957948,2.267107,2.697179,2.273118115,2.441206104
1.428587,25,9,0,10,1.32594,1.343261,1.285179,1.400113,1.424255,1.693646696,1.49559092
2.549595,31,16,1,9,2.497606,2.39043,2.204976,2.554749,2.576965,2.947230639,2.877169511
1.292836,27,9,1,12,1.265407,1.24714,0.9466004,1.333261,1.426662,1.254708584,1.088355154
1.239033,26,12,1,8,0.6039258,1.101062,1.036818,1.59574,1.635239,1.753611882,1.427673901
1.499026,22,9,1,7,1.157811,1.012734,0.993813,1.514401,1.472309,1.485661836,1.310475631
1.574547,24,12,0,6,1.555681,1.613007,1.429581,1.543161,1.912695,1.654511995,1.479481433
1.134975,27,9,0,12,1.146676,1.11732,1.081347,1.175534,1.242506,1.47811957,1.273413415
1.570343,25,9,0,10,1.552483,1.696349,1.632156,1.574301,1.609438,1.48503122,1.55783393
1.585293,26,12,1,8,1.766989,1.677173,1.666469,1.550304,1.721239,1.586028739,1.513514328
1.262821,24,6,0,12,0.9461954,0.9594709,0.96926,1.328359,1.362591,1.210384241,0.970969658
1.682683,31,12,1,13,1.348933,1.439601,1.439009,1.669002,1.651588,1.848739959,1.618846184
1.281364,25,12,1,7,0.9362532,0.9108114,0.9080989,1.294028,1.286014,1.377748857,1.283556954
3.043584,34,16,0,12,2.261997,2.25216,2.232643,2.927858,2.931367,2.526365478,1.39873222
2.512024,29,16,1,7,1.84268,1.874128,1.891733,2.445465,2.462637,1.847316197,1.93721014
1.045595,25,9,0,10,1.068939,1.014371,0.9889035,1.040116,1.092914,1.699705486,1.096116197
1.54044,27,6,0,15,1.476558,1.634143,1.752404,1.561573,1.603468,1.633748461,1.613390011
1.066221,28,12,1,10,1.204302,1.168894,1.057884,1.158851,1.18109,1.368015714,1.228632852
1.477693,30,12,0,12,1.364441,1.351358,1.297356,1.328145,1.410564,1.476730437,1.265092234
2.243317,31,16,0,9,2.373377,2.325104,2.015578,2.521652,2.519001,1.440049088,1.584755889
1.366394,27,9,1,12,1.07503,1.059771,0.9542499,1.319122,1.271985,1.494635147,1.121690535
1.991681,31,12,0,13,1.682474,1.714016,1.840151,1.966081,1.974081,1.988122583,1.875108806
2.576418,28,16,0,6,2.074109,2.069453,1.973606,2.550065,2.57854,1.6731727,2.066204604
1.254363,24,9,0,9,1.472875,1.615826,1.445492,1.316925,1.496109,1.566067538,1.501379771
1.273004,26,12,1,8,1.522295,1.285337,1.486725,1.075217,1.116212,1.184349322,1.424882505
2.638294,30,16,0,8,2.396934,2.267898,2.209807,2.632278,2.688354,2.488614042,2.395469627
2.169208,29,16,1,7,2.265341,2.191708,2.147621,2.304148,2.229597,1.902223513,1.249559233
1.304415,25,9,1,10,1.830024,1.883684,2.08956,1.146676,1.160664,1.416363572,1.423947159
1.457415,25,12,1,7,1.331563,1.234798,1.212017,1.459346,1.505777,1.823163519,1.510949735
1.422963,22,9,1,7,1.471323,1.395179,1.393069,1.442699,1.462817,1.597285492,1.656351748
1.579851,28,12,1,10,1.738303,1.761003,1.784703,1.555151,1.529551,1.148808477,1.752739217
1.555924,32,9,0,17,1.622381,1.326546,1.434964,1.733318,1.740367,1.756609489,1.399824647
1.388146,33,9,0,18,1.416966,1.374917,1.337591,1.588256,1.458061,1.54223837,1.400175484
1.923949,26,12,1,8,1.654189,1.617321,1.544682,1.989534,2.059374,2.442978603,1.553891348
1.197391,24,9,0,9,1.204078,1.2747,1.215752,1.190458,1.146807,1.177041352,1.197425464
1.847901,30,16,0,8,1.336835,1.872323,1.554662,1.939998,1.939272,2.026403689,1.774340395
1.980213,27,12,0,9,1.273282,1.273267,1.271116,2.177955,2.130564,2.578766924,1.374904541
1.640445,26,12,1,8,1.306809,1.302917,1.319412,1.508946,1.516946,2.019993304,1.707078248
1.285938,23,9,1,8,1.338327,1.402401,1.3435,1.271188,1.443112,1.17687444,1.193520039
1.643419,25,12,0,7,1.227106,1.270333,1.251313,1.780343,1.805738,1.958113772,1.820258127
1.693349,23,12,1,5,0.8636455,0.8624203,0.8705135,1.627152,1.652427,1.848721648,0.977562746
1.116815,24,12,1,6,1.205409,1.202208,1.231255,1.083486,1.257073,1.207333829,1.656902524
2.378888,30,16,0,8,1.898342,1.925968,1.929556,2.430407,2.491509,2.100916902,1.971939722
2.339639,25,12,0,7,1.716152,1.639527,1.519533,2.358495,2.33647,2.222465763,1.808934689
1.195895,24,9,1,9,1.360967,1.350258,1.213896,1.180578,1.172407,1.610078281,1.695102911
2.170597,36,16,0,14,2.04445,2.090623,1.750602,2.180359,2.456675,1.59281199,1.552106144
1.083486,24,9,1,9,1.077273,1.068077,1.051556,1.130278,1.192345,1.228785843,1.48237698
2.32752,33,16,0,11,2.069802,2.087965,1.892033,2.30496,2.316597,1.490350339,1.609558263
1.279249,39,12,1,21,1.383899,1.352411,1.397744,1.269537,1.260331,1.263182929,1.218454991
1.61537,39,12,1,21,1.332739,1.355439,1.388898,1.54415,1.535743,1.664980475,1.417507582
2.034428,40,12,0,22,2.074153,2.266914,2.276155,2.138239,2.146239,1.512291453,1.917504442
1.703578,36,12,1,18,1.62991,1.65464,1.503286,1.69999,1.680701,1.547696481,1.556403535
2.058475,36,12,0,18,2.121464,2.142691,2.146571,2.059128,2.034428,1.71236746,1.638516468
2.648511,30,16,0,8,2.621895,2.52523,2.461945,2.760051,2.70005,2.021601475,2.503502523
2.192027,48,12,0,30,2.313999,2.196202,2.226534,2.167551,2.072168,2.04885033,2.025533339
3.469631,50,16,0,28,3.456724,3.47519,3.438334,3.461847,3.428554,2.813416267,2.627566461
3.33115,50,16,0,28,3.334226,3.279785,3.212974,3.315839,3.301376,1.525200686,1.461099395
2.591657,49,16,0,27,2.221828,2.169563,2.190501,2.529571,2.552305,1.60268656,1.321831015
2.591008,50,16,0,28,3.0203,3.963119,3.735826,2.592187,2.585039,2.207957008,3.307440333
1.99012,44,9,0,29,1.962583,1.866522,1.896213,1.962278,1.96516,1.633250878,1.719885792
2.946558,48,12,0,30,2.81207,2.72213,2.591051,2.901457,2.921951,2.14792198,2.491426792
3.619052,49,16,0,27,3.4901,3.479551,3.355789,3.624448,3.626387,2.74916127,2.838481081
3.002937,48,16,0,26,2.910358,2.778447,2.784779,3.028741,3.035343,2.134450156,2.527019397
1.649916,43,9,0,28,1.394279,1.417979,1.501658,1.662588,1.535075,1.253759211,1.218564088
3.062748,43,12,0,25,2.912842,2.928605,2.900448,3.05238,3.226017,1.159071201,1.470960808
2.453091,48,12,1,30,2.361846,2.340989,2.344437,2.457675,2.454693,2.996651393,2.285675773
1.786913,44,12,1,26,1.527065,1.549765,1.573465,1.927143,1.99058,2.609513241,1.746315678
4.207689,48,16,0,26,3.851557,3.818574,3.783306,4.261513,4.167133,2.727770679,2.543204459
1.588141,43,12,0,25,2.049235,2.124617,2.130714,1.783759,1.780131,1.593290571,2.217829929
3.924221,46,16,0,24,3.387522,3.253794,3.260287,3.779234,3.706332,2.812416894,2.568697499
2.609865,42,12,0,24,2.615421,2.642102,2.655568,2.589243,2.593761,2.429253668,1.905357452
1.692632,44,9,0,29,1.872195,1.864172,1.916204,1.674596,1.656653,1.688168734,2.129678888
3.104739,44,12,1,26,3.082391,3.086325,2.964186,3.118134,3.169385,2.944256654,2.871148559
2.71597,44,12,1,26,2.713054,2.681796,2.678288,2.791489,2.694471,2.497092968,2.28541433
3.056556,42,16,0,20,2.706856,2.55996,2.548226,2.981527,2.908625,2.814324374,2.527435273
1.773641,45,12,1,27,1.54792,1.499841,1.500062,1.688052,1.784054,1.634172133,1.528728226
2.106409,38,12,0,20,2.589483,2.101497,1.712679,2.15389,2.182098,1.562357071,2.356600551
1.718207,40,6,1,28,1.576673,1.582961,1.580972,2.269267,2.065135,1.801096282,1.565697143
2.869008,41,12,0,23,2.920026,2.049478,2.072178,2.864879,2.884897,2.605979467,1.91381015
3.352098,42,12,0,24,3.376543,3.327143,3.168808,3.350886,3.379292,2.942931516,2.868119967
1.444785,37,6,0,25,1.730628,1.630356,1.637665,1.447206,1.422506,1.444952083,1.736900931
2.809149,42,16,0,20,2.710159,2.755958,2.699299,2.742305,2.763671,1.54761237,1.555619268
1.536858,41,12,1,23,1.305595,1.314091,1.30386,1.467189,1.458782,1.143552027,1.298475818
1.453235,37,9,0,22,1.703551,1.734491,1.739691,1.389789,1.686185,1.439459125,1.578787433
2.084463,43,12,0,25,2.241606,2.245853,2.238801,2.29396,2.296944,1.914133532,2.157033148
3.240808,43,12,0,25,3.316899,3.312003,3.344503,3.210187,3.185487,2.162085991,1.518606071
2.630832,38,9,1,23,2.556053,2.478759,2.436367,2.642883,2.781164,1.547625936,1.4704746
3.334104,51,16,0,29,3.288239,3.259308,3.243105,3.412184,3.449534,2.245145267,2.409090432
3.436802,43,16,0,21,3.327965,3.351665,3.185948,4.322492,4.297792,2.001315294,1.947095143
3.705683,42,16,0,20,3.013883,3.037583,3.070083,3.675001,3.68037,2.447081495,2.004448
2.401802,43,16,1,21,3.001675,2.997649,3.045554,2.711378,2.690829,2.138986553,2.290776039
3.454186,40,12,0,22,2.830479,2.819217,2.821756,3.430136,3.421734,2.618771056,2.76919725
3.023314,40,12,0,22,2.841053,2.846397,2.812078,2.95515,2.987732,2.327275747,2.609325063
1.587635,41,12,0,23,1.669087,1.637602,1.526346,1.653251,1.682865,1.390901738,1.687213541
2.828772,34,16,1,12,2.753047,2.773638,2.816156,2.85236,2.860571,2.439730719,2.219248816
2.752655,36,16,1,14,2.161407,2.265619,2.214707,2.729202,2.726304,2.289070751,1.59301835
2.431787,31,12,0,13,2.233436,2.15372,2.177403,2.35255,2.352109,2.180877347,1.979265821
2.102244,30,16,0,8,1.285988,0.906048,0.9325056,2.142859,2.140419,1.664353634,1.286111342
1.078917,33,16,1,11,1.319756,1.332142,1.232631,1.073119,1.298766,1.408764751,1.30981235
3.194618,30,16,0,8,3.030417,2.993614,2.986279,3.22706,3.228044,2.326884642,2.178806859
2.724588,29,16,1,7,2.660515,2.683215,2.67234,2.709613,2.730787,2.449245873,2.309959865
1.922062,28,16,1,6,1.772166,1.67339,1.666567,1.924735,2.061297,2.155120615,2.18039056
1.724972,29,16,1,7,1.157649,1.162016,1.165144,1.694998,1.731195,1.956520289,1.223800294
2.382047,29,16,0,7,2.408147,1.871186,1.784065,2.380883,2.388884,2.181049383,1.978867732
2.105152,45,12,1,27,1.272029,1.095059,1.127559,2.029848,2.002512,1.184986382,1.330896458
1.867374,43,12,0,25,2.093158,2.095221,2.086242,1.841774,1.964725,1.69612614,1.529904157
3.602309,35,16,0,13,3.6842,3.464602,3.074818,3.604654,3.72466,2.9415911,2.864952327
1.60422,30,9,0,15,1.705038,1.403316,1.536011,1.892074,2.177529,1.551104726,1.178953759
1.233028,52,16,0,30,1.322335,1.345035,1.519017,1.061724,0.9916723,1.089143159,1.45320862
2.926539,47,16,0,25,3.091895,2.94727,2.946335,2.915505,2.93958,1.502724999,2.066540109
3.631282,50,16,0,28,3.421856,3.508072,3.487384,3.440989,3.466027,2.036991367,1.878462341
3.074251,51,16,1,29,3.104689,3.120462,3.114445,3.062956,3.094729,2.425357243,2.39871567
3.14079,49,16,1,27,3.247656,3.263564,3.264784,3.129666,3.195095,2.425251092,2.391111043
2.977778,45,12,0,27,2.859258,2.882958,2.915458,2.984943,2.922388,2.664929816,2.256854352
1.805952,43,9,1,28,1.563415,1.566068,1.567171,1.779992,1.887376,1.471926078,1.634239789
1.822499,48,16,1,26,1.947522,1.966177,1.963737,1.510314,1.683524,1.339033014,1.541413819
3.231861,50,16,0,28,2.908661,2.887926,2.739887,3.265006,3.105515,2.813938982,2.386042773
2.602714,46,16,0,24,2.633314,2.466393,2.450873,2.705848,2.680248,1.613481748,1.555729254
3.414252,46,16,0,24,3.412165,3.36219,3.342145,3.339279,3.266377,2.813538013,2.62856405
3.324214,42,16,0,20,3.327698,3.286369,3.247066,3.308201,3.235299,2.813735953,2.630455103
2.991924,43,16,1,21,2.986106,2.980774,3.035965,3.033999,3.001679,2.814466461,2.638102685
2.65327,37,12,0,19,2.548653,2.547988,2.565689,2.489983,2.419931,2.81521096,2.647896409
3.372412,44,16,0,22,3.362692,3.39731,3.316365,3.365425,3.343271,2.813629994,2.629671655
3.326177,37,16,0,15,2.71148,2.711894,2.848381,3.226726,3.418987,2.318439046,2.445235634
1.886905,45,12,1,27,1.868783,1.791741,1.789068,1.923964,1.929639,2.250451221,2.457480977
2.217241,34,16,1,12,1.976986,1.971132,1.994796,2.32798,2.354838,1.116570699,1.798711563
3.213646,38,16,0,16,2.943531,2.960274,2.953557,3.110409,3.177487,1.969109804,2.344836444
3.194833,35,16,0,13,3.208904,3.086118,3.051513,3.220868,3.09789,2.814020385,2.63311467
2.307915,47,12,0,29,2.127712,2.143153,2.16593,2.306706,2.323702,1.969314958,2.041397699
2.499792,38,12,0,20,2.074485,2.17221,2.239286,2.453875,2.789516,2.691297355,2.04141697
2.074395,39,9,0,24,1.90893,1.887706,1.97985,2.070686,2.059813,1.964372939,2.041476911
2.030574,40,9,0,25,1.831215,1.943346,1.939127,2.045827,2.135636,1.964927635,2.041505048
1.954385,39,9,0,24,1.884832,1.900825,1.90387,1.983904,2.0283,1.965892053,2.041485636
2.12272,38,9,0,23,1.884832,1.859495,1.931432,2.126269,2.238124,1.96376123,2.041485636
2.032118,37,9,0,22,1.8929,1.896661,1.887552,2.024096,2.085923,1.964908091,2.041482715
2.049695,39,9,0,24,1.835006,1.82439,1.753938,2.008058,2.082328,1.964685597,2.041503675
2.241449,35,9,0,20,1.828522,1.826457,1.85809,2.429584,2.420428,1.962258332,2.041506023
1.947696,37,9,0,22,1.843485,1.748051,1.860835,1.915362,1.92505,1.965976724,2.041500606
1.964817,34,12,0,16,1.819894,1.825945,1.920879,2.049695,2.075768,1.965760003,2.041509147
1.913657,35,9,0,20,1.793025,1.772026,1.875501,1.929922,1.953478,1.966407597,2.041518875
1.964336,35,9,0,20,1.804264,1.837076,1.885865,1.923773,1.916583,1.965766091,2.041514806
3.078697,51,16,0,29,3.040341,3.026864,3.003875,3.101577,3.136112,2.246081681,2.4175415
2.392517,50,16,1,28,2.288042,2.214718,2.201667,2.392214,2.581605,2.248597465,2.443188057
2.834591,47,16,1,25,2.802494,2.788052,2.764925,2.832436,2.876327,2.246976662,2.42564992
2.510107,38,12,0,20,2.533968,2.540172,1.933422,2.48891,2.485503,1.989976077,1.705631157
2.743978,52,16,0,30,2.977928,3.029593,3.034881,2.715834,2.7368,1.45485987,1.62825978
2.093628,48,12,0,30,2.339305,2.194687,2.404642,2.082694,2.087604,1.518950538,2.072346011
2.150997,47,12,0,29,2.079988,2.088923,1.801483,2.126297,2.626583,2.27852553,1.484266082
1.834059,47,12,0,29,2.1012,1.80381,1.776702,1.76976,1.755423,1.881288637,1.794048401
1.536341,48,12,0,30,1.532798,1.581463,1.514591,1.510741,1.501549,1.161954626,1.560813301
1.082797,42,6,1,30,1.424498,1.472555,1.47628,1.050216,1.025516,1.060636,1.644885856
1.748795,48,12,0,30,1.641279,1.641034,1.442096,1.756414,1.754464,1.510326857,1.333610494
2.047182,41,9,0,26,1.87869,1.858934,1.885836,1.861615,1.788921,1.223574247,1.335795036
1.204366,41,6,0,29,1.031366,1.002121,1.018901,1.222151,1.23397,1.171208833,1.079311646
1.25068,41,6,0,29,1.358714,1.362638,1.278473,1.338331,1.325626,1.21175544,1.328924988
2.117541,44,9,0,29,2.105501,2.094062,2.057472,2.118669,2.128742,2.249605626,2.449411045
